Meme Number,Topic of the Meme,Sentiment,Intent,Description
7560,Entertainment,Positive,Satirical,Ameer Bahot Ameer Fir aati hai suneo ki family
7561,Social Issues,Positive,Satirical,
7562,Social Issues,Negative,Relatable,samosa hu apni fillings andar rakhta hu
7563,Social Issues,Positive,Relatable,Rahul Rocky v __ says_ Mom : Abhi tujhe bed se uthaya or tu sofa pe aake so gaya ? Me : Tarike badlo irrade nahi *De jhadu de jhadu*
7564,Social Issues,Negative,Satirical,ut Top Pops
7565,Entertainment,Positive,Relatable,"Khane Mein Kya bana Rahi ho Aaj ? Aaloo Ki sabji, But Pata nahi Kyu Aaloo Pak Hi Nahi Rahe hai PLAYBOY Thodi Der Baat Kar ke Dekh Aaloo Se"
7566,Culture,Positive,Satirical,India Mein Traffic Light Se Jyada Log ... kaali Billi ko dekh ke rukk jaate hai ... -loverzz
7567,Politics,Negative,Satirical,Dekh Bhai Chillana Hai To INDIA - INDIA Chillana PAK - PAK To Murgi Bhi Karti Hai
7568,Social Issues,Positive,Relatable,nalaiq.com When you accidentally sit on bike in Summer: nalaiq.com f @
7569,Social Issues,Positive,Informative,"KAHANI NAHI ZINDAGI CHAHIYE, KOI TUMSA WHI BAS TUM CHAHIYE!"
7570,Entertainment,Positive,Relatable,DID YOU KNOW? The Cheetah can stay 8 hours at the same position Gamers: Are you kidding me? That's insultingly low nade with mematic
7572,Social Issues,Negative,Informative,
7573,Social Issues,Positive,Relatable,Maaf karna @ IAMCUTEMEM Maine aapke sath sapne mein saat phere le liye
7574,Social Issues,Negative,Relatable,Yeh drame mere saath mat kar
7575,Technology,Positive,Satirical,Boss ye whi hai FORENSIC LLLEEL .homie jo notification se msg padh kr sbko late reply krta he
7576,Social Issues,Positive,Relatable,List of ami ky taanay :
7577,Social Issues,Positive,Relatable,She. Mere ko na gussa aa rhaa h Le Her Gussa TANIYAEDITZI
7578,Social Issues,Neutral,Relatable,AQSAH When u find that all memes are relatable to ur life Ye kaisi life jee raha hun mai yar
7579,Social Issues,Negative,Relatable,"Ittu Sa Bhi Yaad Nahi Karta Koi Mujhe, Paap Lagega Dekh Lena Tum Sabko"
7580,Social Issues,Negative,Satirical,Ewww Bihari dur htt
7581,Culture,Positive,Relatable,RAMADAN LET THE REAL HUNGER GAMES BEGIN!
7582,Education,Positive,Relatable,When teacher accidentally mute herself and realise later after explaining a topic. *Teacher *Student IG .L.I.K.E.BRO
7583,Education,Negative,Satirical,Cose ET FSCE
7584,Culture,Positive,Relatable,EVERY INDIAN SHOP GrandFather SHOPKEEPER
7585,Education,Positive,Relatable,Am I The Only One ? Who Thought In School Days That This Thing In Geometry Box Was Useless
7586,Social Issues,Positive,Relatable,
7587,Culture,Positive,Satirical,S Think before speak
7588,Social Issues,Negative,Satirical,"Nothing irritates me more than a girl acting childish to look cute, eww."
7589,Entertainment,Positive,Relatable,Rii. ... ambassador of friendship day bands TWO
7590,Entertainment,Positive,Relatable,Some Cats Who Made Our Life Special
7591,Culture,Negative,Relatable,"Facehon E ,. 2 21, Oficial"
7592,Education,Neutral,Relatable,us at school my friend: me: in math in English in math in English
7593,Social Issues,Positive,Relatable,Humour Central .teb Mothers can roast you better than many Youtubers. Written By- Yûvîkâ Singh
7594,Technology,Positive,Relatable,Computer: Press any button to continue Me: Presses power button Computer:
7595,Social Issues,Positive,Satirical,Abey jyada smile na karo tareef kar denge tumhari
7596,Technology,Negative,Satirical,Ek hote hain gaandu .. Fir aate hain Satrangi gaandu Aur fir aate hain Android phone me iPhone ka ringtone lagane wale BC
7597,Entertainment,Positive,Satirical,Sambha Gande !!! Tu Ganda !!! Abe Namak Haram! GUN DE GUN !!!
7598,Social Issues,Negative,Satirical,Tere naam ka kutta palu saale
7599,Entertainment,Positive,Relatable,Finally found them.
7600,Entertainment,Negative,Relatable,THERE ARE JUST SOME. DARK TIMES WE HAVE WHEN WE WISH LEDGEND OF KORRA WAS STILL GOING WE ARE ALL THAT
7601,Technology,Neutral,Satirical,acne Scars .ty pimples Eczema ugly face 5 problems 1 solution
7602,Social Issues,Positive,Satirical,Zindigi mein successful hona chate ho to f @/Hffinemes sabse pehele memes pe haha react karna sikho
7603,Social Issues,Neutral,Relatable,10yo me checking my dad's phone kahi yeh aadmi meri maa ko dhoka toh nai de raha
7604,Social Issues,Neutral,Relatable,Yeh thk hai Mere waldain aapsi larai ke dauran mujhse poochtay huay batao kiski galti hai mei jo ek ghantay se qenchi chala raha tha
7605,Social Issues,Positive,Relatable,Friends are those Who Don't let you do stupid things Alone
7606,Education,Positive,Relatable,After Exams Relatives Be Beta Paper kaisa tha? RVCJ WWW.RVCJ.COM Patla Sa Tha White Colour Ka RVCJ WWW.RVCJ.COM Relatives trolled rvcjinsta
7607,Entertainment,Negative,Relatable,cri aa raha
7608,Social Issues,Negative,Satirical,
7609,Social Issues,Positive,Relatable,When A Kid Uses Of His Brain sel AATMA
7610,Culture,Positive,Relatable,wallah habibi tum kyu roti? jab hum tumhare sath hoti
7611,Entertainment,Positive,Relatable,"Last Christmas, I Gayview Mahat But the very next day you Gavit Awaii This year, to save Me from tears, I'll Give it to Sumwun Speshal -334 About Friends Photos"
7612,Social Issues,Neutral,Relatable,My two moods :- - yaar ohnu bura lagna - laggan de pehnchod.
7613,Entertainment,Positive,Relatable,.. . Excuse me miss !
7614,Education,Positive,Satirical,EXAMS ARE HARAM! ONLY ALLAH CAN TEST US.
7615,Social Issues,Positive,Relatable,
7616,Social Issues,Positive,Relatable,5 ra
7617,Culture,Neutral,Informative,
7618,Social Issues,Positive,Satirical,Accha Ye Batao Jo Tum Bhaow Khate Ho love k_altez Wo Chammach Se Khate Ho Yaa Hath Se.
7619,Social Issues,Positive,Relatable,Dihabeesorat1 RAT
7620,Social Issues,Negative,Relatable,... Oshaz 8 year old me calling my dad to tell him what his wife did:
7621,Culture,Positive,Relatable,
7622,Education,Negative,Relatable,Namal2ourites
7623,Entertainment,Positive,Informative,KAREENA AGED 11 HAD ATTENDED SAIF'S MARRIAGE WITH AMRITA SINGH IN 1991 SHE CONGRATULATED THE COUPLE & THEN SAIF REPLIED- 'THANK YOU BETA' NOTHING IS IMPOSSIBLE
7624,Entertainment,Positive,Relatable,"whywelovebollywod tussi badi, mazaaki ho!"""
7625,Technology,Neutral,Relatable,I think I may have a 16h 26m Chal problem 13h 36m Characte .. . Al c.ai 12h 48m
7626,Social Issues,Negative,Satirical,Girls Look this Want this Date this Marry this Arbaz Herlez My wife has seen this and she divorced with me Please remove this. .sunny.co
7627,Social Issues,Positive,Relatable,
7628,Politics,Negative,Informative,"LAST MESSAGE ""A PAKISTANI SOLDIER'S WISH"" I DON'T WANT MY TEENAGE QUEEN, JUST GIVE ME MY CRAFT F 16, IF I DIE IN BATTLE ZONE, BOX ME UP AND SEND ME HOME, PUT MY MEDALS ON MY CHEST, TELL MY MOM I DID MY BEST, TELL MY NATION NOT TO CRY, I WAS SOLDIER BORN TO DIE !!!"
7629,Social Issues,Neutral,Informative,Kitna bhi gyaniyo ke saath baith lo .. Tajurba chutiya banne ke baad he milta hai.
7630,Social Issues,Negative,Relatable,Loyal Rehne Ke Chakkar Mein Akela Reh Gya - - SHINCHAN GALLERY M/II
7631,Social Issues,Positive,Informative,"twenty nine ke baad aata hai thirty, always remember you're wanted you're loved you're worthy. aamir says"
7632,Culture,Negative,Relatable,"Call me "" Jaun Elia "" because : "" Nahi mila hai koi tujh sa aaj tak mujhko Phir ye sitam hai ke mila tu bhe nahin ! """
7633,Social Issues,Positive,Satirical,CAN YOU SLAP YOUR FRIEND FOR THIS ??? Me: Haan .. hello laash ka intezam ho gaya hai tum bas paise tayyar rakhna
7634,Social Issues,Positive,Relatable,"samjhti kyu nahi , thand lag jaygi tumhe nahi mujhe icecream chahiye. or woh bhi abhi ."
7635,Culture,Positive,Satirical,Aaj ka gyaan ... Kal Ho to aaj jaisa .. Mehel . ho to taaj jaisa .. Phool ho to gulaab jaisa ... @ anandtayade007 Aur dost ho to ... O hello mere jaisa ... Aur kachra ho to tere jesa ... A.R.T. Creation
7636,Social Issues,Positive,Relatable,Igotta lock in -----
7637,Social Issues,Negative,Informative,
7640,Entertainment,Positive,Satirical,
7641,Social Issues,Positive,Relatable,
7642,Social Issues,Positive,Informative,XX
7643,Social Issues,Positive,Relatable,This Nation has no Competition.
7644,Culture,Positive,Satirical,No one: Relatives in every wedding: Khaana bus theek tha
7645,Social Issues,Positive,Relatable,O Emiology
7646,Social Issues,Neutral,Relatable,"Tweet V Aisa Lag Raha Hai Lockdown Ki Chuttiyon Mein, Maine Ghar K Kaamon Ka Crash Course Le Liya Hai. Translate Tweet . 06 Apr 20 · for Android"
7647,Education,Negative,Relatable,When it's two days to the end of the Semester: 00 08888888 It's almost over! cassis It's almost over ...
7648,Technology,Neutral,Informative,Nintendo SONY HO Microsoft SEGA in the 90s SEGA today ATARI
7649,Social Issues,Positive,Informative,Doctor Rod Larki Shock !
7650,Culture,Positive,Relatable,"desi-potato ""marr jao"" but romantically"
7651,Social Issues,Positive,Relatable,r/meme . u/2r. 5h I'm still waiting tho ... TODAY I your profile pic J// Im removing it I your status W/ Im removing it I your dress V/ WELL PLAYED
7652,Social Issues,Neutral,Relatable,"Zindagi boht kuch sikha rahi hai, par mujhe yaad hi nahi rehta."
7653,Social Issues,Positive,Informative,Kindness is helping someone without expecting anything in return. DEMIC
7654,Social Issues,Negative,Satirical,illegaltweets Aage se left ho kar seedha bhaad me jayen aap =
7655,Entertainment,Neutral,Relatable,Remember this epic scene
7656,Social Issues,Positive,Relatable,When i see cat Me- Meow Meow Meow .. Le cat- Ajeeb janwar hai tu be ..
7657,Social Issues,Positive,Relatable,n When you turn on the kitchen light at 3am
7658,Entertainment,Positive,Relatable,"according to second law of thermodynamics, you are supposed to share your hotness with me"
7659,Social Issues,Negative,Relatable,when ur dream dont have part 2
7660,Social Issues,Negative,Satirical,. . Heavy Vy . Are You Sure You Want to Reset Default Factory Settings?
7661,Entertainment,Positive,Relatable,I waited for you my entire life and you were worth every minute. The hopes this movie gave us KODAK PORTRA 400 foreve
7662,Culture,Neutral,Informative,
7663,Social Issues,Positive,Relatable,Over confidence
7664,Entertainment,Negative,Relatable,so close to starting my manjulika era
7665,Social Issues,Positive,Relatable,"Mom : Agr tum kisi ki shaadi me nhi jaoge toh, koi tumhaari shaadi me bhi nhi ayega. Me : Translate Tweet @ lemmethink Mummy mere dost meri barbaadi dekhne k liye bina bulaye aa jayenge."
7667,Culture,Positive,Relatable,Microsoft LAUGHING Colours Microsoft NUSHAT SENDEL TA Ye maine kab bana di 00000/laughingcolours
7668,Technology,Positive,Satirical,Nana chi UKANGE TANG Makes tujhya 1 Litre
7669,Culture,Positive,Relatable,Ramzan | ishq_murshad
7670,Culture,Negative,Relatable,I HAVE POTENTIAL
7671,Education,Positive,Satirical,"Arjun Kapoor : ""Main Toh Superman Salman Ka Fan"" MSL Yo Yo : ""Baby I'm A Superman' ""Aur Main Dhudhwala"
7672,Social Issues,Positive,Relatable,"MADDAT! ""HILARIOUS EVERY DAY"" Zaroori TET T Hat Biwi Fc Namak Mirchi"
7673,Social Issues,Positive,Informative,and in the middle of my chaos there was you
7674,Social Issues,Positive,Relatable,"Twinkle twinkle tara hai, mera dost sabse pyara hai. SCOOPWHOOP.COM"
7675,Education,Negative,Relatable,Temperature of Temperature of my class room principal office
7676,Social Issues,Negative,Relatable,Sab dhuk dete hai
7677,Social Issues,Positive,Informative,"Turn up your brightness to see the stars you, youre the star"
7678,Entertainment,Positive,Relatable,Their soft era >>>> HE WORLD HIS WEEK DV 1994 itsheredits
7679,Social Issues,Positive,Relatable,When someone calls on mom's phone but she is working: Le me: me * mom*
7680,Social Issues,Positive,Relatable,
7681,Education,Positive,Relatable,ONE DOES NOT SIMPLY TELL KINDERGARTEN STUDENTS TO LOG IN WWW.ERINTEGRATION.COM
7682,Technology,Positive,Relatable,"Sarcastic.bunny Me, using my phone all the day ** My phone to me: Chhodh mujhe Chhodh na ... bc .bunny Baksh de yaar .. Pleaseee .. .bunny"
7683,Social Issues,Positive,Relatable,Meri koi love language nahi hai me hamesha toxic hi rehti hun
7684,Culture,Neutral,Informative,
7685,Culture,Positive,Satirical,@/LOLWaliBaatein
7686,Entertainment,Positive,Relatable,KHURRAM NASEER C V comedy achieved Aur Sunao Baal Bachay Kaise Hain ? Thek Hain Par Baal Tu Bachay Hi Nahi Hain
7687,Social Issues,Positive,Satirical,
7688,Social Issues,Positive,Relatable,
7689,Social Issues,Positive,Relatable,Chup chaap meri baat maanliya karo Nahi to tum mere pyare hatho se pit jaoge
7690,Social Issues,Positive,Relatable,LOL Frnd ... online .meme TODAY Happy birthday Thank u .. V/ Party? Nahi chahiye. /
7691,Technology,Negative,Relatable,Jinka Last Seen Hide Hota Hain Insta memes CAFE DE ROLLANG Insta.memes Unka Kai Jagah Seen Chal Raha Hota Hai
7692,Technology,Positive,Relatable,"This is A.I. and not a real person. Treat everything it says as fiction v can I have pizza Yes you may, how many slices? 948229392 alright ... that will be 10,562,830 Fazcoins. awww :( i only have one dollar Freddy snickers Then I suppose you'll have to get a job, young lady! who said I was a lady My apologies, are you nonbinary? no Then what are you, you're confusing me now. a nuclear bomb explodes cutely OH SHI- Message Freddy Fazbear"
7693,Entertainment,Positive,Satirical,yeah you're cute but will you risk your life to help me escape my wedding while my whole village is after you only to go back and fight for me & convince my father to let us get married?
7694,Politics,Neutral,Informative,
7695,Technology,Negative,Satirical,Aab itny bhi filters use naa kia kro yaar f@ Boy Goes Into Mental Trauma After Meeting His Online Friend Without Filters
7696,Entertainment,Positive,Satirical,What do you want? That actually Chala jaa bhos ****
7697,Social Issues,Positive,Satirical,Comments 21K X Naveen Fighter · 1 second ago Sir Ek Phone Gift Krdo Mujhe plz Sir Mai Bhout Garib Hu Etna Garib Hu Ki Raste Mai Ek Admi ke Phone Se Comment Kar Rha Hu Bye Wo Admi Apna Phone Mang Rha h .
7698,Politics,Negative,Satirical,Rahul gandhi: Aisi machine banaunga ki aalu daaloge sona niklega GH KH BJP~ Koi sense hai is baat ki? UGH THE Congress supporters~ Hume bahot lag rahi thi uss time
7699,Social Issues,Positive,Relatable,Toh isme daant ne ki kya zarurat thi
7700,Social Issues,Negative,Relatable,fankaarlog
7701,Culture,Neutral,Informative,
7702,Social issues,Negative,Relatable,
7703,Education,Neutral,Relatable,"I am studying Cynocturnaltrashposts but ""stu"" is silent"
7704,Social issues,Negative,Satirical,Kuch log hamari zindagi mai bas apna neech pan dikhane aate hain.
7705,Technology,Negative,Relatable,"Chehre pe hasi aur aankhon me Gum hai, kya Aapko bhi lagta hai ek din ke liye kam hai?"
7706,Education,Positive,Relatable,We boys know how to enjoy J
7707,Social issues,Negative,Relatable,"illegaltweets Pyar jhuta tha, Jataya hi kyu? mai single hi accha tha mujhe pataya hi kyu? @"
7709,Culture,Positive,Informative,wolvesnkittens tucking your girl's hair behind her ear is an underrated form of intimacy
7710,Social issues,Positive,Satirical,
7711,Education,Positive,Satirical,school is not a place to sleep Xavier then home is not a place to study. Thank You.
7713,Culture,Positive,Relatable,Faceboo AajaOfficial
7714,Social issues,Negative,Informative,JOBS UNIVERSITIES
7715,Culture,Positive,Satirical,BACCHA PARATHA
7716,Social issues,Negative,Relatable,I have No Enemies? M*darch*d Tere Dost Bhi nahi hai purey din ek Kamre mai band pada rehta hai
7717,Culture,Positive,Relatable,Ammar khan @ Other countries :- This dish is tasty Our country :- Lag hi nahi raha ke gharpe banai hai.
7718,Education,Neutral,Relatable,How it felt when mothers used to visit us during school hours DIGITAL
7719,Education,Positive,Satirical,101 Why u r late today? Ek ledka mera pichha kar raha tha To late kyun Ho geyi? Kameena bohot slow aa raha tha ...
7720,Technology,Negative,Relatable,me for more recipes step:1 step:2 + step:3 = step:4
7721,Politics,Positive,Satirical,Haldiram's ALOO BHUJIA
7722,Culture,Positive,Satirical,Phoopo Ki Chalaki Phoopo.Ki.Chalakiyan O Phoopo.Ki.Chalakiyan Phoopo.Ki.Chalakiyan
7723,Education,Neutral,Informative,Meet Catch Up Hungry Starving Very happy Over the Moon Very Busy Swamped Angry Pissed off Very Tired Exhausted Fell asleep Nodded off Very cold Freezing Hurry up Chop-chop Good luck Break a leg Wasting time Faffing around Lucky Jammy Secret Under wraps Very rarely Once in a blue moon Get married Tie a knot How are you How's it going Not Difficult Not a Rocket science Very tired Worn out
7724,Entertainment,Positive,Satirical,"LAKMÉ REINVENT EYECONIC KAJAL DAILY SOCIAL MAKE YOUR EYES LOOK AS DARK AS YOUR SOUL New brand ambassador of lakme India. ... ""why shud girls have all the fun""@"
7725,Technology,Neutral,Informative,"Japanese Emoticons (n_n) ( -_- ) ( ;_; ) (e_e) smile uh ... oh sleepy tired tears dizzy (o_o) (*^*) (> _< ) (^_^) *(^^^)* amazed astonished ouch happy happier (^0^) (x.x) ( =_= ) ( *-* ) ( !_! ) glad dead bored I love it sad (o_o) ( ** ) (o_o) (;0;) (.o.') incredulous incredible seriously? crying bad confused ( -; ) ('_') (u_u) (×Ox) (><) I messed it up serious sleepy, sad noooo yuck! ( -_ 0) 8(> _< )8 (9_9) (>>) (~0~) wink jealous didn't sleep awry you're crazy"
7726,Culture,Positive,Relatable,Bas tumhare message ka intezaar h mujhe.
7728,Entertainment,Positive,Satirical,yeah you're cute but will you meet me on a trip to europe & fall in love with me while traveling over 3000 miles to india to make sure i dont get married to another man?
7730,Social issues,Negative,Relatable,SwatKat % When someone asks what's your achievement in 2020 Zinda hoon yaar kaafi hai
7731,Technology,Negative,Satirical,
7732,Technology,Neutral,Informative,"Excel Shortcut Keys ALT KEY SHORTCUT A TO Z CTRL KEY SHORTCUT FUNCTION KEY SHORTCUT ALT + F1 Insert Chart CTRL + A Select all cells F1 Help ALT + F2 Save As CTRL + B Bold F2 Edit Cells ALT + F4 Exit CTRL + C Copy F3 Paste Name ALT + F8 Macro dialog box CTRL + D Fill down F4 Repeat action / Anchor ALT + F11 Visual Basic editor CTRL + E Flash fill F5 cells ALT + TAB Switch programs CTRL + F Find F6 Go to Special ALT + = Autosum CTRL + G Go to Special F7 Noxt Pane ALT +' Format Style Dialog box CTRL + H Find and Replace F8 Spell Check ALT + ENTER Add a line in cell CTRL +1 Italics text F9 Extend Mode ALT + E, S, T Copy Format CTRL + J NIA F10 Recalculate workbooks ALT + H, O, R Change Tab Name CTRL + K Insert Hyperlink F11 Activate Menubar ALT + H, O, A AutoFit Row height CTRL + L Create Table F12 New Chart ALT + H, 0, 1 AutoFit Column width CTRL + M N/A SHIFT + F1 Save As CTRL KEY SHORTCUT CTRL + N New Workbook SHIFT + F2 What's this CTRL + 0 Hide Columns CTRL + 0 Open File SHIFT + F3 Insert Comment CTRL +1 Format Cells Dialog Box CTRL + P Print SHIFT + F4 Paste function into CTRL + 2 Bold text CTRL + Q Data Analysis tool SHIFT + F5 formula CTRL + 3 Italics text CTRL + R Fill right SHIFT + F6 Find next CTRL + 4 Underline text CTRL + S Save workbook SHIFT + F8 Find CTRL + 5 Strikethrough CTRL + T Create table SHIFT + F9 Previous Pane CTRL + 6 Show / Hide Objects CTRL + U Underline text SHIFT + F10 Add to Selection CTRL + 7 Show / Hide Toolbar CTRL + V Paste SHIFT + F11 New Worksheet CTRL + 8 Toggle Outline Symbols CTRL + W Close Workbook SHIFT + F12 Save CTRL + 9 Hide Rows CTRL + X cut CTRL + F3 Name Manager CTRL + - Delete Row / Column CTRL + Y Redo CTRL + F4 Close CTRL + + Insert Row / Column CTRL + Z Undo CTRL + F5 Restore window size CTRL + ; Insert Current Date CTRL + Arrows Go to end of range CTRL + F9 Minimize window CTRL + * Show Formulas SHIFT + Arrows Select range CTRL + F10 Restore / Maximize window CTRL + Home Go to cell Al CTRL + Space Select entire Row CTRL + F11 Insert 4.0 Macro Sheet CTRL + End Go to end of worksheet SHIFT + Space Select entire Column CTRL + F12 Open File"
7733,Technology,Positive,Satirical,
7734,Culture,Positive,Relatable,Insta_Jannat_Fida_ Shaikh Me As a Mom Aao Hum Cartoon Dekhte Hai Jab Tak Tumhare Papa Nahi Aajate Translate Tweet
7735,Social issues,Neutral,Informative,
7736,Technology,Neutral,Informative,aint =1 Al is only bad when people® use it to do bad things. NOT just making silly brain rot stuff or chat GPT. ®
7737,Culture,Positive,Relatable,Mian Omer V Girls on Chand Raat #EidUIFitr
7738,Entertainment,Positive,Satirical,
7739,Technology,Neutral,Relatable,i saw what you deleted
7740,Education,Positive,Relatable,How far is your college from house? Me: 7 songs.
7741,Entertainment,Positive,Satirical,I think I have downloaded the wrong squid games SONY SAB
7743,Technology,Positive,Satirical,Phoopo.Ki.Chalakiyan @ Phoopo.Ki.Chalakiyan
7744,Social issues,Positive,Satirical,
7745,Education,Positive,Satirical,IATMA GANDHI What came 1st Sun Or Moon? Moon Madam! MAHATMA GANDHI How ??? Madam Ji Honey'moon' Hoga Tabhi Toh son Aayega
7746,Entertainment,Neutral,Relatable,Ye Kab Hua?
7747,Entertainment,Positive,Satirical,Show going to be fire fr
7748,Education,Positive,Satirical,Libre E uso 15 EN 12 2 × 3 SUE
7749,Social issues,Positive,Relatable,Yeh lo award _. says .in Muje Roj jhelte Ho. itna toh bnta hai
7750,Social issues,Negative,Informative,
7751,Politics,Neutral,Satirical,f Aam.Admeee Shafiq Rag S SHAFIO AO
7752,Social issues,Negative,Relatable,
7753,Entertainment,Positive,Satirical,"Jaadu got married to Sunny leone, On next morning after wedding nite, Sunny asked .. Puri raat nikal gayi, tumne kuch kiya q nahi? Jaadu replied"
7754,Culture,Positive,Satirical,"*DESI WEDDING* Invites: 400 Attendance: 800 Gifts: 35 Missing Items: 60 plates, 150 glasses, 100 spoons, 20 chairs, 50 cold drinks · 19 Mar 21 · for iPhone"
7755,Social issues,Negative,Relatable,"Fb.com/Larkiyokibaatein03 #Mañ? LKB03 Ittu si to life he Usme bhi ""subha"" ""jaldi"" Utha dete he"
7756,Social issues,Neutral,Relatable,A > <
7757,Social issues,Positive,Relatable,Naa Dil mai Aaonga Naa Dimag main Aaonga Abhi sone jaraha hu Kal phir online aoonga
7758,Politics,Neutral,Satirical,Maleeha Hashmey .. Translate Tweet . 02 May 22 . for Android
7759,Education,Negative,Relatable,I'm in a toxic relationship with my education
7760,Education,Negative,Relatable,My life *Loneliness *Depression *Exam *Me
7761,Social issues,Positive,Satirical,2 Ladies Left This Shop After Buying Nothing
7762,Entertainment,Positive,Satirical,"Bhai , tu itni Ladkiyo se kaise baat karta hai ? ""Ye bohot hi difficult course hai , Kaafi kam log kar paye hai ise !"""""
7763,Social issues,Positive,Relatable,
7764,Culture,Negative,Relatable,Phupho making plans for ruining family gatherings Thori misunderstanding Fasadi smile Http. . pakistan Thori jalan Thora fasad
7765,Entertainment,Positive,Relatable,VEST MENTS
7766,Social issues,Neutral,Informative,
7767,Social issues,Positive,Relatable,have So So SO MUCH LOVE FOR YOU in my heART That it doesn't fit.
7768,Social issues,Positive,Relatable,hug me until i smell you
7769,Entertainment,Neutral,Satirical,Ek ne Mirzapur hila diya gareeb O Indianmeme45 gareeb Ek ne Mujrapur hila diya
7770,Technology,Positive,Informative,What is First If it works Rule of don't touch it. Programming? Dark CSS
7771,Education,Negative,Relatable,*after results* Dad: sala danda nhi mil Raha .. kaha rakh Diya ... My sister: Translate Tweet
7772,Social issues,Negative,Relatable,bunny_elii .. my mood these days.
7773,Social issues,Neutral,Satirical,Wow aap kitni bakwaas kar lete ho
7774,Social issues,Neutral,Satirical,Imagitor
7775,Social issues,Negative,Satirical,"Year 2070* Nani, Story Sunao Na .. Nani ..."
7776,Social issues,Negative,Relatable,cry aara hai
7777,Culture,Positive,Relatable,When khala calls on my ami phone But she is working in kitchen PYNAN
7778,Culture,Positive,Relatable,Aaloo in every sabzi be ...
7779,Social issues,Neutral,Informative,Bananas without 'B' is pineapple
7780,Social issues,Positive,Relatable,Me Laughing at my own joke before i even tell it
7781,Social issues,Positive,Satirical,HOW TO DRINK WATER? (Tutorial) 411K 13K 19K Share Dow_ad Save 411k PEOPLE BEFORE THIS VIDEO
7782,Social issues,Positive,Relatable,Can u be camera man without the ca ? Ja O
7783,Social issues,Positive,Relatable,RJ Umar Tweets V Dream of Every Hospital Nurse @ f: RJ Umar Tweets
7784,Social issues,Negative,Satirical,KAL SURF KHA KAR KHUDKHUSHI KARNE KI *SALAR: KHOSISH KARONGA .. INSHA'ALLAH SHIFA HOGI
7785,Entertainment,Positive,Satirical,SUNN LE PUKAR BULLEYA® HA SUNAA .. f G+ 6 t o P /Bhopali2Much ®
7786,Education,Negative,Relatable,
7787,Social issues,Neutral,Informative,Jaise har chamakti cheez sona nahi hoti GIRLISH GAGS Waise hi har chheek Corona nahi hoti
7788,Social issues,Negative,Relatable,"F Tweet Achi Larkiyan Salar Sikandar or Jahan Sikandar ka Intezaar karti hai .. or Sari Zindagi Single Guzar Deti hain Q k Salar, imama ko or Jahan, Haya ko Chor k to Aye ga Nahi .. or Isi Intezaar me Achi Larkiyan mar Jati Hain ... Translate from Hindi 8:29 p.m. · 02 Jan 18"
7789,Education,Negative,Satirical,5+5=8
7790,Social issues,Positive,Relatable,Mom : Ye juice relative ke liye rakha hai tu mat pina. *Few seconds later : Translate Tweet *Me Ek ghoot maar leta hu kisko pata chalega
7791,Politics,Negative,Satirical,Yadi main Padmavati hoti toh kabhi Jauhar nahi karti ... Aap yadi Padmavati hoti toh main khud Jauhar kar leta ...
7792,Education,Negative,Relatable,"Mom :""How're your classes going?"" Me: ""They're good"" Narrator: ""Things were not good."""
7793,Social issues,Negative,Relatable,When your mom finds you Using mobile at 1 AM FUNNY JOKES
7794,Social issues,Positive,Satirical,... . LATEEFON DUNYA f /Lateefon.Ki.Dunya /LateefonKiDunya.com
7795,Education,Negative,Relatable,Me trying my hardest to pass mid semester exam us on @ Flying Beast : IIT Done V Pilot Done V Bodybuilder done YouTuber Done Games Done Lawyer Done sir
7796,Social issues,Neutral,Informative,
7797,Social issues,Positive,Satirical,Chaudhary Naqash ... For those who vomit during trip 9 6 Grandia
7798,Technology,Neutral,Informative,Dua X Isstari mein yh jaga kis liye hoti hy? Intelligent log samny aye .. Umer Habib ... __ says Replying to Yeh istari k dimples hein ...
7799,Social issues,Positive,Relatable,Humour Central .teb talented bahut zyada talented phir aate hai THEL chat krte time ghar walo ke saamne hasi rukne wale log Written By -
7800,Social issues,Positive,Relatable,Me with my friends Me with my pasandida aurat
7801,Education,Positive,Relatable,CRUSH ENTERS THE CLASS MY FRIENDS MY FRIENDLY TEACHER LOOKING AT ME WHO KNOWS EVERYTHING MY REACTION
7802,Culture,Neutral,Informative,aec
7803,Politics,Negative,Satirical,Sama tv not coming slow PAID CONTENT SAI Sat
7804,Social issues,Positive,Relatable,":2,2%"
7805,Entertainment,Positive,Satirical,Healing hooling kuch nhi hota nashe karo - FRANZ KAFKA WTFPRATYUSH
7806,Social issues,Positive,Relatable,"admemeofficial Coughing in front of parents CK: Oh my God, it's getting severe take medicine and let's have a checkup early tomorrow. 9: Kuttay wali khaoun khaoun lagai hui hai aur piu pepsi, Thanda pani laa doun prr lo aram a jye ga."
7807,Entertainment,Negative,Satirical,"""be akkal manus kuthcha'"
7808,Social issues,Neutral,Relatable,"-Acting. -Over acting. -Guests saying, ""Ary iski kya zarurt thi!"""
7809,Education,Positive,Relatable,"Humour Central .teb Kuch MCQ exam mein aise aate hai, Jinko dekh kar lagta hai mc-Q aaya hai. Written By - .memeskool"
7810,Social issues,Negative,Satirical,I gave your address to a mosquito
7811,Social issues,Neutral,Informative,
7812,Social issues,Positive,Relatable,rdu jokes OMER FB.com/Urdu.Funny
7813,Social issues,Negative,Satirical,PURPLE -
7814,Social issues,Negative,Relatable,
